anno,sito_id,sito,specie,numero_alberi,tipo_intervento,categoria_albero,categoria_sito
2023,52,Verde Villa Spada,“  “      in alvaretto,2.0,Non specificato,Altro,Altro
2023,52,Verde Villa Spada,Vasconi con fioriture,4.0,Non specificato,Altro,Altro
2023,52,Verde Villa Spada,Siepe Alloro,,Non specificato,Altro,Altro
2023,53,Verde/prato Via Crocifisso ( Monumento caduti sul Mare ),Cipresso,3.0,Non specificato,Conifere Aghifoglie,Strade e Corsi Principali
2023,53,Verde/prato Via Crocifisso ( Monumento caduti sul Mare ),Yucca,1.0,Non specificato,Altro,Strade e Corsi Principali
2023,53,Verde/prato Via Crocifisso ( Monumento caduti sul Mare ),arbusti,,Non specificato,Altro,Strade e Corsi Principali
2023,54,Alberature in viale Aldo Moro,Ibisco,12.0,Non specificato,Altro,Strade e Corsi Principali
2023,55,Rotatoria Via ten. Devenuto ang. II trav. XX Settembre,Carrubo,1.0,Non specificato,Latifoglie Sempreverdi,Strade e Corsi Principali
2023,56,"VIA MOLFETTA (Vicinanze supermercato
Famila)",Carrubo,5.0,Potatura e manutenzione,Latifoglie Sempreverdi,Strade e Corsi Principali
2023,57,Rotatoria Via Cappuccini ang. Via V. Veneto,arbusti,3.0,Non specificato,Altro,Strade e Corsi Principali
2023,58,Alberature e aree a verde in zona PEEP di nuovo impianto,Ulivi,,Non specificato,Altro,Altro
